2	1.000000
3	0.483000
4	0.224000
5	0.109000
6	0.073000
7	0.037000
8	0.030000
9	0.023000
10	0.024000
11	0.020000
12	0.008000
13	0.012000
14	0.010000
15	0.011000
16	0.005000
17	0.013000
18	0.012000
19	0.012000
20	0.019000
21	0.022000
22	0.029000
23	0.044000
24	0.035000
25	0.033000
26	0.047000
27	0.075000
28	0.077000
29	0.116000
30	0.106000
31	0.140000
32	0.158000
33	0.200000
34	0.230000
35	0.249000
36	0.275000
37	0.299000
38	0.309000
39	0.351000
40	0.348000
41	0.384000
42	0.431000
43	0.483000
44	0.450000
45	0.535000
46	0.530000
47	0.567000
48	0.581000
49	0.621000
50	0.601000
51	0.641000
52	0.653000
53	0.685000
54	0.698000
55	0.743000
56	0.741000
57	0.745000
58	0.763000
59	0.785000
60	0.780000
61	0.786000
62	0.823000
63	0.825000
64	0.805000
65	0.869000
66	0.857000
67	0.860000
68	0.873000
69	0.885000
70	0.897000
71	0.914000
72	0.917000
73	0.921000
74	0.914000
75	0.929000
76	0.933000
77	0.933000
78	0.931000
79	0.941000
80	0.940000
81	0.958000
82	0.952000
83	0.956000
84	0.962000
85	0.973000
86	0.965000
87	0.973000
88	0.966000
89	0.966000
90	0.973000
91	0.977000
92	0.975000
93	0.985000
94	0.981000
95	0.980000
96	0.982000
97	0.984000
98	0.987000
99	0.988000
100	0.986000
